18禁	18禁 🔞
格恩济	格恩济 🇬🇬
格陵兰	格陵兰 🇬🇱
桌游卡	桌游卡 🎴️
桑拿女	桑拿女 🧖🏻‍♀️
桑拿男	桑拿男 🧖🏻‍♂️
档案夹	档案夹 📁️
档案柜	档案柜 🗄️
档案盒	档案盒 🗃️
档案箱	档案箱 🗃️
档案袋	档案袋 🗂️
梅花鹿	梅花鹿 🦌
梵蒂冈	梵蒂冈 🇻🇦
棍网球	棍网球 🥍
棒棒哒	棒棒哒 👍
棒棒的	棒棒的 👍
棒棒糖	棒棒糖 🍭
棒球帽	棒球帽 🧢
棕榈树	棕榈树 🌴
棕色心	棕色心 🤎
椰子果	椰子果 🥥
椰子树	椰子树 🌴️
橄榄枝	橄榄枝 🕊️
橄榄球	橄榄球 🏈 🏉
橘色心	橘色心 🧡
橘黄色	橘黄色 🟠 🟧
橙色心	橙色心 🧡
欢呼女	欢呼女 🙋🏻‍♀️
欢呼男	欢呼男 🙋🏻‍♂️
欢迎女	欢迎女 🙋🏻‍♀️
欢迎男	欢迎男 🙋🏻‍♂️
歌手女	歌手女 👩🏻‍🎤
歌手男	歌手男 👨🏻‍🎤
歌星女	歌星女 👩🏻‍🎤
歌星男	歌星男 👨🏻‍🎤
歌舞厅	歌舞厅 🪩
歌记号	歌记号 〽️
正三角	正三角 🔺
正方形	正方形 ⬛ ⬜
武术服	武术服 🥋
死定了	死定了 😠️ 😾️
死火山	死火山 🗻️
残疾人	残疾人 🦽
残疾女	残疾女 👩🏻‍🦼 👩🏻‍🦽
残疾男	残疾男 👨🏻‍🦼 👨🏻‍🦽
母女俩	母女俩 👩‍👧
母子俩	母子俩 👩‍👦
比中指	比中指 🖕
比利时	比利时 🇧🇪
比基尼	比基尼 👙
比爱心	比爱心 🫶🏻
比萨饼	比萨饼 🍕
毕业帽	毕业帽 🎓
毛毛虫	毛毛虫 🐛
毛线团	毛线团 🧶
毛线球	毛线球 🧶
民工女	民工女 👷🏻‍♀️
民工男	民工男 👷🏻‍♂️
民警女	民警女 👮🏻‍♀️
民警男	民警男 👮🏻‍♂️
气泡酒	气泡酒 🍾️
水拔子	水拔子 🪠
水族馆	水族馆 🐳️
水晶球	水晶球 🔮
水果刀	水果刀 🔪
水球女	水球女 🤽🏻‍♀️
水球男	水球男 🤽🏻‍♂️
水瓶座	水瓶座 ♒
水管工	水管工 👨‍🔧 👩‍🔧
水蜜桃	水蜜桃 🍑️
水龙头	水龙头 🚰
求你了	求你了 🥺 🙏
求婚戒	求婚戒 💍
求求你	求求你 🥺 🙏
汉堡包	汉堡包 🍔
沐浴乳	沐浴乳 🧴
沐浴露	沐浴露 🧴
沙滩伞	沙滩伞 🏖 ⛱️
没事的	没事的 🤗️
没兴趣	没兴趣 😌️
没听看	没听看 🙉️
没想好	没想好 😕️
没意思	没意思 😞️ 😴️
没有嘴	没有嘴 😶
没眼看	没眼看 🙈️
没睡醒	没睡醒 😵‍💫
没钱了	没钱了 💸️
没门女	没门女 🙅🏻‍♀️
没门男	没门男 🙅🏻‍♂️
没问题	没问题 👌
沮丧女	沮丧女 🙍🏻‍♀️
沮丧男	沮丧男 🙍🏻‍♂️
油画棒	油画棒 🖍️
法兰西	法兰西 🇫🇷
法官女	法官女 👩🏻‍⚖️
法官男	法官男 👨🏻‍⚖️
法师女	法师女 🧙🏻‍♀️
法师男	法师男 🧙🏻‍♂️
法拉利	法拉利 🏎️
法拉费	法拉费 🧆
法蒂玛	法蒂玛 🪬
法轮功	法轮功 ☸️
泛舟女	泛舟女 🚣🏻‍♀️
泛舟男	泛舟男 🚣🏻‍♂️
波斯菊	波斯菊 🌼
波札那	波札那 🇧🇼
波浪号	波浪号 〰️
波浪线	波浪线 〰️
注射器	注射器 💉
泰王国	泰王国 🇹🇭
泰迪熊	泰迪熊 🧸
泽西岛	泽西岛 🇯🇪
洋服女	洋服女 🤵🏻‍♀️
洋服男	洋服男 🤵🏻‍♂️
洗发水	洗发水 🧴
洗发露	洗发露 🧴
洗手间	洗手间 🚻 🚾
洗洁精	洗洁精 🧴
派对脸	派对脸 🥳
流口水	流口水 🤤
流星雨	流星雨 🌠️
流眼泪	流眼泪 😢 😭
流鼻涕	流鼻涕 🤧
浅肤色	浅肤色 🏻
浅蓝心	浅蓝心 🩵
海滩伞	海滩伞 ⛱️
海盗旗	海盗旗 🏴‍☠️
海绵擦	海绵擦 🧽
海贼旗	海贼旗 🏴‍☠️
涂指甲	涂指甲 💅🏻️
消防员	消防员 👨‍🚒 👩‍🚒
消防车	消防车 🚒
淡蓝心	淡蓝心 🩵
深肤色	深肤色 🏿
清真寺	清真寺 🕌
渡渡鸟	渡渡鸟 🦤
温度计	温度计 🌡
游乐园	游乐园 🎠
游乐场	游乐场 🛝
游戏机	游戏机 🎮️
游戏牌	游戏牌 🎴️
游泳圈	游泳圈 🛟
游泳女	游泳女 🏊🏻‍♀️
游泳男	游泳男 🏊🏻‍♂️
游泳者	游泳者 🏊‍♂️ 🏊‍♀️
游泳镜	游泳镜 🥽
溜冰鞋	溜冰鞋 ⛸
溜溜球	溜溜球 🪀
滋水枪	滋水枪 🔫
滑旱冰	滑旱冰 🛼
滑板车	滑板车 🛴
滑滑梯	滑滑梯 🛝
滑雪板	滑雪板 🏂
滑雪橇	滑雪橇 🎿
滑雪靴	滑雪靴 🎿️
滚犊子	滚犊子 😛️
漫步女	漫步女 🚶🏻‍♀️
漫步男	漫步男 🚶🏻‍♂️
漫画家	漫画家 👨‍🎨 👩‍🎨
潜水镜	潜水镜 🤿 🥽
澳门元	澳门元 MOP$
澳门币	澳门币 MOP$
火烈鸟	火烈鸟 🦩
火警女	火警女 👩🏻‍🚒
火警男	火警男 👨🏻‍🚒
火车头	火车头 🚂️ 🚆️
火车站	火车站 🚉
火车箱	火车箱 🚆️
灭火器	灭火器 🧯
灭火队	灭火队 🧑🏻‍🚒
灯神女	灯神女 🧞‍♀️
灯神男	灯神男 🧞‍♂️
灯笼椒	灯笼椒 🫑
灰老鼠	灰老鼠 🐀️
灰色心	灰色心 🩶
烂房子	烂房子 🏚️
烂玩意	烂玩意 😒️
烤地瓜	烤地瓜 🍠
烤甘薯	烤甘薯 🍠
烤番薯	烤番薯 🍠
烤红薯	烤红薯 🍠
烤薄饼	烤薄饼 🍕️
烤鸡腿	烤鸡腿 🍖️
烦死了	烦死了 😡
烦死人	烦死人 😡
烦死啦	烦死啦 😡
热带鱼	热带鱼 🐠
热恋中	热恋中 💑🏻️
热死了	热死了 🥵
煎鸡蛋	煎鸡蛋 🍳️
照相机	照相机 📷
熊猫人	熊猫人 🐼
熊猫头	熊猫头 🐼
熊猫脸	熊猫脸 🐼
燕尾服	燕尾服 🤵‍♂️
爆炸头	爆炸头 🤯
爆炸脑	爆炸脑 🤯
爆米花	爆米花 🍿
爬梯子	爬梯子 🪜
爬泳女	爬泳女 🏊🏻‍♀️
爬泳男	爬泳男 🏊🏻‍♂️
爱尔兰	爱尔兰 🇮🇪
父女俩	父女俩 👨‍👧
父子俩	父子俩 👨‍👦
牙买加	牙买加 🇯🇲
牛仔帽	牛仔帽 🤠
牛仔裤	牛仔裤 👖
牛奶杯	牛奶杯 🥛
牛油果	牛油果 🥑
牡羊座	牡羊座 ♈️
特别酷	特别酷 🆒
状师女	状师女 👩🏻‍⚖️
状师男	状师男 👨🏻‍⚖️
犹太教	犹太教 ✡️
狐狸偷	狐狸偷 🦊
狐狸脸	狐狸脸 🦊
狗日的	狗日的 🤬
狗杂种	狗杂种 🤬
独木舟	独木舟 🛶
独角兽	独角兽 🦄
狮子头	狮子头 🦁
狮子座	狮子座 ♌
狮子脸	狮子脸 🦁
猕猴桃	猕猴桃 🥝
猛摇头	猛摇头 🫨
猛犸象	猛犸象 🦣
猛玛象	猛玛象 🦣
猪头三	猪头三 🐷️
猪鼻子	猪鼻子 🐽
猫头鹰	猫头鹰 🦉
玉蜀黍	玉蜀黍 🌽️
王冠女	王冠女 🤴🏻
王冠男	王冠男 👸🏻️
玛黛茶	玛黛茶 🧉
玩具枪	玩具枪 🔫
玩具熊	玩具熊 🧸
玩手球	玩手球 🤾‍♂️ 🤾‍♀️
玩水球	玩水球 🤽‍♂️ 🤽‍♀️
玩游戏	玩游戏 🎮️
玩篮球	玩篮球 ⛹️‍♂️ ⛹️‍♀️
玫瑰花	玫瑰花 🌹
玻璃杯	玻璃杯 🥃
玻璃瓶	玻璃瓶 🫙
玻璃罐	玻璃罐 🫙
玻璃镜	玻璃镜 🪞
珊瑚礁	珊瑚礁 🪸
班主住	班主住 🧑🏻‍🏫
班卓琴	班卓琴 🪕
球员女	球员女 ⛹🏻‍♀️
球员男	球员男 ⛹🏻‍♂️
球门网	球门网 🥅
理发女	理发女 💇🏻‍♀️
理发店	理发店 💈
理发男	理发男 💇🏻‍♂️
理头发	理头发 💇‍♂️ 💇‍♀️
瑜伽女	瑜伽女 🧘‍♀️
瑜伽男	瑜伽男 🧘‍♂️
瑞思拜	瑞思拜 🫡
瓜皮帽	瓜皮帽 👲
甘比亚	甘比亚 🇬🇲
甜甜圈	甜甜圈 🍩
生化品	生化品 ☣️
生气猫	生气猫 😾
田径女	田径女 🏃🏻‍♀️
田径男	田径男 🏃🏻‍♂️
电动车	电动车 🛵
电单车	电单车 🏍️ 🛵
电吉他	电吉他 🎸
电影院	电影院 🎦
电插头	电插头 🔌
电摩托	电摩托 🛵
电灯泡	电灯泡 💡
电脑包	电脑包 💼️
电视塔	电视塔 🗼️
电视机	电视机 📺
电话亭	电话亭 ➿️
电话机	电话机 ☎️
电话筒	电话筒 📞
电话线	电话线 ➿️
电量低	电量低 🪫
男丧尸	男丧尸 🧟‍♂️
男人鱼	男人鱼 🧜‍♂️
男侦探	男侦探 🕵️‍♂️
男僵尸	男僵尸 🧟‍♂️
男医生	男医生 👨‍⚕️
男卫兵	男卫兵 💂‍♂️
男卫士	男卫士 💂‍♂️
男厕所	男厕所 🚹
男厨师	男厨师 👨‍🍳
男反派	男反派 🦹‍♂️
男坏蛋	男坏蛋 🦹‍♂️
男大夫	男大夫 👨‍⚕️
男学生	男学生 👨‍🎓
男工人	男工人 👷‍♂️
男技工	男技工 👨‍🔧
男教师	男教师 👨‍🏫
男新娘	男新娘 👰‍♂️
男歌手	男歌手 👨‍🎤
男法官	男法官 👨‍⚖️
男法师	男法师 🧙‍♂️
男灯神	男灯神 🧞‍♂️
男电工	男电工 👨‍🔧
男画家	男画家 👨‍🎨
男白领	男白领 👨‍💼
男码农	男码农 👨‍💻
男码畜	男码畜 👨‍💻
男精灵	男精灵 🧝‍♂️
男老师	男老师 👨‍🏫
男职员	男职员 👨‍💼
男衬衫	男衬衫 👕
男警官	男警官 👮‍♂️
男警察	男警察 👮‍♂️
男超人	男超人 🦸‍♂️
画家女	画家女 👩🏻‍🎨
画家男	画家男 👨🏻‍🎨
留尼旺	留尼旺 🇷🇪
留尼汪	留尼汪 🇷🇪
略略略	略略略 😛 😜 😝
番茄酱	番茄酱 🥫
病原体	病原体 🦠
登山者	登山者 🧗‍♂️ 🧗‍♀️
登山靴	登山靴 🥾
登山鞋	登山鞋 🥾
白发女	白发女 👩‍🦳
白发男	白发男 👨‍🦳
白叹号	白叹号 ❕
白大褂	白大褂 🥼
白天鹅	白天鹅 🦢
白头发	白头发 🧑🏻‍🦳
白手杖	白手杖 🦯
白炽灯	白炽灯 💡
白眼儿	白眼儿 🙄
白罗斯	白罗斯 🇧🇾
白羊座	白羊座 ♈
白色心	白色心 🤍
白问号	白问号 ❔
白领女	白领女 👩🏻‍💼
白领男	白领男 👨🏻‍💼
百分比	百分比 ㌫
百合花	百合花 ⚜️
百吉圈	百吉圈 🥯
百吉饼	百吉饼 🥯
百慕大	百慕大 🇧🇲
百慕达	百慕达 🇧🇲
皮卡车	皮卡车 🛻
皮纳塔	皮纳塔 🪅
皮老虎	皮老虎 🪠
皮芽子	皮芽子 🧅
皱眉女	皱眉女 🙍🏻‍♀️
皱眉男	皱眉男 🙍🏻‍♂️
盈凸月	盈凸月 🌔
盖亚那	盖亚那 🇬🇾
盘腿女	盘腿女 🧘🏻‍♀️
盘腿男	盘腿男 🧘🏻‍♂️
盥洗室	盥洗室 🚻 🚾
盲人女	盲人女 👩🏻‍🦯
盲人男	盲人男 👨🏻‍🦯
直升机	直升机 🚁
直饮水	直饮水 🚰
相似于	相似于 ≅
省略号	省略号 ……
省省吧	省省吧 🙄️
看不懂	看不懂 😵‍💫 😵️
看不见	看不见 🙈
看守女	看守女 💂🏻‍♀️
看守男	看守男 💂🏻‍♂️
真好女	真好女 🙆🏻‍♀️
真好玩	真好玩 😆️
真好男	真好男 🙆🏻‍♂️
真的吗	真的吗 😓️ 😳️
眯眼笑	眯眼笑 😆
眼镜蛇	眼镜蛇 𓆗
着火了	着火了 🔥
睇唔明	睇唔明 😵‍💫
睡着了	睡着了 😴 💤
睡睰睰	睡睰睰 💤️
瞎子女	瞎子女 👩🏻‍🦯
瞎子男	瞎子男 👨🏻‍🦯
知道了	知道了 😐️
研究员	研究员 🧑🏻‍🔬
破玩意	破玩意 😒️
碗豆荚	碗豆荚 🫛
碧蓝心	碧蓝心 🩵
磁悬浮	磁悬浮 🚄️
磕头女	磕头女 🙇🏻‍♀️
磕头男	磕头男 🙇🏻‍♂️
礼品盒	礼品盒 🎁
礼宾花	礼宾花 🎉
礼拜室	礼拜室 🛐
礼物盒	礼物盒 🎁
神探女	神探女 🕵🏻‍♀️
神探男	神探男 🕵🏻‍♂️
秀肌肉	秀肌肉 💪
私家车	私家车 🚗 🚘
秃头女	秃头女 👩🏻‍🦲
秃头男	秃头男 👨🏻‍🦲
种地女	种地女 👩🏻‍🌾
种地男	种地男 👨🏻‍🌾
种田女	种田女 👩🏻‍🌾
种田男	种田男 👨🏻‍🌾
科威特	科威特 🇰🇼
科威科	科威科 🇰🇼
科学家	科学家 👨‍🔬 👩‍🔬
科摩罗	科摩罗 🇰🇲
科科斯	科科斯 🇨🇨
科索沃	科索沃 🇽🇰
程序员	程序员 👨‍💻 👩‍💻
穆斯林	穆斯林 🧕
空手道	空手道 🥋
空电池	空电池 🪫
空鸟巢	空鸟巢 🪹
突尼斯	突尼斯 🇹🇳
立定女	立定女 🧍🏻‍♀️
立定男	立定男 🧍🏻‍♂️
立方米	立方米 m³
立陶宛	立陶宛 🇱🇹
竖中指	竖中指 🖕
站立女	站立女 🧍🏻‍♀️
站立男	站立男 🧍🏻‍♂️
站立者	站立者 🧍‍♂️ 🧍‍♀️
竞技场	竞技场 🏟️
笑一个	笑一个 😬️
笑哭了	笑哭了 🤣 😂
笔记本	笔记本 📔 📓 📒
笔记簿	笔记簿 📓️ 📔️
第一卷	第一卷 📕
第一名	第一名 🥇
第三卷	第三卷 📘
第三名	第三名 🥉
第二卷	第二卷 📗
第二名	第二名 🥈
第四卷	第四卷 📙
等一会	等一会 ☝🏻️
等于号	等于号 🟰
等价于	等价于 ⇔ ≡ ↔
答对了	答对了 ✅
答错了	答错了 ❌ ❎
签语饼	签语饼 🥠
简直了	简直了 😱️ 🙀️
粉红心	粉红心 🩷
粉色心	粉色心 🩷
粉蓝旗	粉蓝旗 🏳️‍⚧️
粗等号	粗等号 🟰
精灵女	精灵女 🧝🏻‍♀️
精灵族	精灵族 🧝‍♂️ 🧝‍♀️
精灵男	精灵男 🧝🏻‍♂️
糖果球	糖果球 🎊
糖葫芦	糖葫芦 🍡️
糯米团	糯米团 🍡
索引卡	索引卡 📇️
索马里	索马里 🇸🇴
紫色心	紫色心 💜
纠结女	纠结女 🤦🏻‍♀️
纠结男	纠结男 🤦🏻‍♂️
红发女	红发女 👩‍🦰
红发男	红发男 👨‍🦰 👨‍🦱
红头发	红头发 👩‍🦰 🦰
红灯笼	红灯笼 🏮
红猩猩	红猩猩 🦧
红玫瑰	红玫瑰 🌹
红绿灯	红绿灯 🚥 🚦
红苹果	红苹果 🍎
红萝卜	红萝卜 🥕
红辣椒	红辣椒 🌶
约等于	约等于 ≈ ≅
纸箱子	纸箱子 📦
纽西兰	纽西兰 🇳🇿
线圈本	线圈本 🗒
终点旗	终点旗 🏁
经纬线	经纬线 🌐
络腮胡	络腮胡 🧔
绣花针	绣花针 🪡
维德角	维德角 🇨🇻
绿色心	绿色心 💚
绿苹果	绿苹果 🍏
绿菜花	绿菜花 🥦
缝纫针	缝纫针 🪡
缝衣针	缝衣针 🪡
缠头女	缠头女 👳🏾‍♀️
缠头男	缠头男 👳🏾‍♂️
缠绷带	缠绷带 🤕
缺心眼	缺心眼 🤪 (´◑д◐｀)
网球鞋	网球鞋 👟
羊皮纸	羊皮纸 📜️
美人鱼	美人鱼 🧜‍♀️
美利坚	美利坚 🇺🇸
美洲豹	美洲豹 🐆
美洲驼	美洲驼 🦙
美男鱼	美男鱼 🧜‍♂️
羽毛球	羽毛球 🏸
翅膀钱	翅膀钱 💸
翻白眼	翻白眼 🙄
翻筋斗	翻筋斗 🤸‍♂️ 🤸‍♀️
翻跟头	翻跟头 🤸‍♂️ 🤸‍♀️
老太太	老太太 👵
老头儿	老头儿 👴
老女人	老女人 👵🏻️
老奶奶	老奶奶 👵
老师女	老师女 👩🏻‍🏫
老师男	老师男 👨🏻‍🏫
老游戏	老游戏 👾️
老火车	老火车 🚂️
老爷爷	老爷爷 👴
老男人	老男人 👴🏻️
老花镜	老花镜 👓️
老虎头	老虎头 🐯
老虎机	老虎机 🎰
老虎脸	老虎脸 🐯
老钥匙	老钥匙 🗝
老鼠头	老鼠头 🐭
老鼠夹	老鼠夹 🪤
老鼠脸	老鼠脸 🐭
耳聋女	耳聋女 🧏🏻‍♀️
耳聋男	耳聋男 🧏🏻‍♂️
聋哑人	聋哑人 🧏🏻
聋哑女	聋哑女 🧏🏻‍♀️
聋哑男	聋哑男 🧏🏻‍♂️
聋子女	聋子女 🧏🏻‍♀️
聋子男	聋子男 🧏🏻‍♂️
职员女	职员女 👩🏻‍💼
职员男	职员男 👨🏻‍💼
联合国	联合国 🇺🇳
肉丸子	肉丸子 🧆
肏你妈	肏你妈 🤬
肩并肩	肩并肩 🧑🏻‍🤝‍🧑🏻
肯尼亚	肯尼亚 🇰🇪
肱二头	肱二头 💪
胡子女	胡子女 🧔‍♀️
胡子男	胡子男 🧔🏻‍♂️
胡萝卜	胡萝卜 🥕
胡须女	胡须女 🧔🏻‍♀️
胡须男	胡须男 🧔🏻‍♂️
脑爆炸	脑爆炸 🤯
脚丫子	脚丫子 🦶
脚踏车	脚踏车 🚲
脸发烧	脸发烧 🥵
自来水	自来水 🚰️
自由泳	自由泳 🏊🏻
自行车	自行车 🚲
舰长女	舰长女 👩🏻‍✈️
舰长男	舰长男 👨🏻‍✈️
船长女	船长女 👩🏻‍✈️
船长男	船长男 👨🏻‍✈️
色士风	色士风 🎷️
艺人女	艺人女 👩🏻‍🎨
艺人男	艺人男 👨🏻‍🎨
艺术家	艺术家 👨‍🎨 👩‍🎨
芙蓉花	芙蓉花 🌺
芭蕾舞	芭蕾舞 🩰
芭蕾鞋	芭蕾鞋 🩰
花园房	花园房 🏡️
花大姐	花大姐 🐞
花栗鼠	花栗鼠 🐿
花椰菜	花椰菜 🥦
花痴猫	花痴猫 😻
苏利南	苏利南 🇸🇷
苏格兰	苏格兰 🏴󠁧󠁢󠁳󠁣󠁴󠁿
苏里南	苏里南 🇸🇷
英格兰	英格兰 🏴󠁧󠁢󠁥󠁮󠁧󠁿
英联邦	英联邦 🇬🇧
英雄女	英雄女 🦸🏻‍♀️
英雄男	英雄男 🦸🏻‍♂️
茅草屋	茅草屋 🛖
茅草房	茅草房 🛖
草泥马	草泥马 🦙
荷包蛋	荷包蛋 🍳️
莱索托	莱索托 🇱🇸
莲花坐	莲花坐 🧘‍♂️ 🧘‍♀️
菜篮子	菜篮子 🧺
菜青虫	菜青虫 🐛️
菲律宾	菲律宾 🇵🇭
萨克斯	萨克斯 🎷
萨摩亚	萨摩亚 🇼🇸
落叶树	落叶树 🌳
落花生	落花生 🥜
葡萄牙	葡萄牙 🇵🇹
葡萄酒	葡萄酒 🍷
蒙古包	蒙古包 🛖
蒙古国	蒙古国 🇲🇳
蒙哲腊	蒙哲腊 🇲🇸
蒙眼睛	蒙眼睛 🙈
蒲隆地	蒲隆地 🇧🇮
蒸桑拿	蒸桑拿 🧖‍♂️ 🧖‍♀️
蒸汽船	蒸汽船 🚢️
蒸馏器	蒸馏器 ⚗️
蒸馏瓶	蒸馏瓶 ⚗️
蓄电池	蓄电池 🔋
蓝眼睛	蓝眼睛 🧿
蓝色心	蓝色心 💙 🩵
蔬菜球	蔬菜球 🧆
蕃茄酱	蕃茄酱 🥫
薄煎饼	薄煎饼 🥞
虚线脸	虚线脸 🫥
蛇夫座	蛇夫座 ⛎
蛋奶冻	蛋奶冻 🍮️
蛋奶糕	蛋奶糕 🍮
蛾眉月	蛾眉月 🌒 🌘
蜘蛛网	蜘蛛网 🕸
蝴蝶结	蝴蝶结 🎀
蝴蝶饼	蝴蝶饼 🥨
螺丝刀	螺丝刀 🪛
蟹老板	蟹老板 🦀
行人女	行人女 🚶🏻‍♀️
行人男	行人男 🚶🏻‍♂️
行李箱	行李箱 🧳
行走女	行走女 🚶🏻‍♀️
行走男	行走男 🚶🏻‍♂️
袋棍球	袋棍球 🥍
裹头女	裹头女 👳🏾‍♀️
裹头男	裹头男 👳🏾‍♂️
西兰花	西兰花 🥦
西服女	西服女 🤵🏻‍♀️
西服男	西服男 🤵🏻‍♂️
西班牙	西班牙 🇪🇸
西红柿	西红柿 🍅
西装女	西装女 🤵🏻‍♀️
西装男	西装男 🤵🏻‍♂️
要哭了	要哭了 🥹
观赏鱼	观赏鱼 🐠️
警察女	警察女 👮🏻‍♀️
警察男	警察男 👮🏻‍♂️
警示牌	警示牌 🪧
警车灯	警车灯 🚨
计时器	计时器 ⏱
计程车	计程车 🚕️
计算机	计算机 🖥
订婚戒	订婚戒 💍
认不得	认不得 😲️ 🤷🏻
认输了	认输了 🏳
记事本	记事本 📔 📓 📒
讲大话	讲大话 🤥
讲话者	讲话者 🗣
许可证	许可证 🎟️
识别卡	识别卡 📛️
说不出	说不出 🙊️
说脏话	说脏话 🤬
读书人	读书人 🤓️
课堂女	课堂女 👩🏻‍🏫
课堂男	课堂男 👨🏻‍🏫
课室女	课室女 👩🏻‍🏫
课室男	课室男 👨🏻‍🏫
谁知道	谁知道 🤷‍♂️ 🤷‍♀️
调味品	调味品 🧂
调色板	调色板 🎨
调色盘	调色盘 🎨
谈恋爱	谈恋爱 👩‍❤️‍👨
谢顶女	谢顶女 👩🏻‍🦲
谢顶男	谢顶男 👨🏻‍🦲
豌豆荚	豌豆荚 🫛
贝里斯	贝里斯 🇧🇿
购物袋	购物袋 🛍
购物车	购物车 🛒
贵宾犬	贵宾犬 🐩
贵宾狗	贵宾狗 🐩️
贷记卡	贷记卡 💳
赌博机	赌博机 🎰️
赖索托	赖索托 🇱🇸
赛艇女	赛艇女 🚣🏻‍♀️
赛艇男	赛艇男 🚣🏻‍♂️
赞比亚	赞比亚 🇿🇲
起始符	起始符 〽️
起泡酒	起泡酒 🍾️
起重机	起重机 🏗
超人女	超人女 🦸🏻‍♀️
超人男	超人男 🦸🏻‍♂️
超级辣	超级辣 🥵
越野车	越野车 🚙
足尖鞋	足尖鞋 🩰
足球场	足球场 🏟
跆拳道	跆拳道 🥋
跑步者	跑步者 🏃‍♂️ 🏃‍♀️
跑男女	跑男女 🏃🏻‍♀️
跑男男	跑男男 🏃🏻‍♂️
跨性别	跨性别 ⚧ 🏳️‍⚧️
跪下女	跪下女 🧎🏻‍♀️
跪下男	跪下男 🧎🏻‍♂️
跪拜女	跪拜女 🙇🏻‍♀️ 🧎🏻‍♀️
跪拜男	跪拜男 🙇🏻‍♂️ 🧎🏻‍♂️
踏板车	踏板车 🛴
蹙眉女	蹙眉女 🙍🏻‍♀️
蹙眉男	蹙眉男 🙍🏻‍♂️
身份证	身份证 🪪 🆔
身体乳	身体乳 🧴
身分证	身分证 🆔️ 🪪
身孕女	身孕女 🤰🏻
身孕男	身孕男 🫃🏻
车厘子	车厘子 🍒️
车来了	车来了 🚘️
车轮子	车轮子 🛞
车轱辘	车轱辘 🛞
轧路机	轧路机 🚜️
轨迹球	轨迹球 🖲
轨道车	轨道车 🚃
轮滑鞋	轮滑鞋 🛼
辛巴威	辛巴威 🇿🇼
